14.01澪標	OH_OO渋谷源氏	310	340	B	さやか	清か	サヤカ	形状詞-一般			サヤカ	和
14.01澪標	OH_OO渋谷源氏	16200	16220	I	果て	果てる	ハテル	動詞-非自立可能	文語下二段-タ行	連用形-一般	ハテ	和
14.01澪標	OH_OO渋谷源氏	16220	16250	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
14.01澪標	OH_OO渋谷源氏	16250	16260	I	で	で	デ	助詞-接続助詞			デ	和
14.01澪標	OH_OO渋谷源氏	16260	16270	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	16270	16290	I	太政	太政	ダイジョウ	名詞-普通名詞-一般			ダイジョー	漢
14.01澪標	OH_OO渋谷源氏	16290	16310	I	大臣	大臣	ダイジン	名詞-普通名詞-一般			ダイジン	漢
14.01澪標	OH_OO渋谷源氏	16310	16320	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	16320	16340	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	16340	16370	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	16370	16380	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	16380	16390	B	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	16390	16400	I	年	年	トシ	名詞-普通名詞-副詞可能			トシ	和
14.01澪標	OH_OO渋谷源氏	16400	16410	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	16410	16430	I	六十	六十	ロクジュウ	名詞-数詞			ロクジュー	漢
14.01澪標	OH_OO渋谷源氏	16430	16440	I	三	三	サン	名詞-数詞			サン	漢
14.01澪標	OH_OO渋谷源氏	16440	16450	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	16450	16460	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
14.01澪標	OH_OO渋谷源氏	16460	16480	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	16480	16510	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	16510	16520	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	16520	16530	B	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
14.01澪標	OH_OO渋谷源氏	16530	16540	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	16540	16550	I	中	中	ナカ	名詞-普通名詞-副詞可能			ナカ	和
14.01澪標	OH_OO渋谷源氏	16550	16600	I	すさまじき	凄まじい	スサマジイ	形容詞-一般	文語形容詞-シク	連体形-一般	スサマジキ	和
14.01澪標	OH_OO渋谷源氏	16600	16610	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	16610	16630	I	より	因る	ヨル	動詞-一般	文語四段-ラ行	連用形-一般	ヨリ	和
14.01澪標	OH_OO渋谷源氏	16630	16640	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	16640	16660	I	かつ	且つ	カツ	副詞			カツ	和
14.01澪標	OH_OO渋谷源氏	16660	16670	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	16670	16700	I	籠もり	籠もる	コモル	動詞-一般	文語四段-ラ行	連用形-一般	コモリ	和
14.01澪標	OH_OO渋谷源氏	16700	16710	I	ゐ	居る	イル	動詞-非自立可能	文語上一段-ワ行	連用形-一般	イ	和
14.01澪標	OH_OO渋谷源氏	16710	16740	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	16740	16750	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	16750	16760	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	16760	16770	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	16770	16790	I	とり	取る	トル	動詞-一般	文語四段-ラ行	連用形-一般	トリ	和
14.01澪標	OH_OO渋谷源氏	16790	16820	I	かへし	返す	カエス	動詞-一般	文語四段-サ行	連用形-一般	カエシ	和
14.01澪標	OH_OO渋谷源氏	16820	16850	I	花やぎ	華やぐ	ハナヤグ	動詞-一般	文語四段-ガ行	連用形-一般	ハナヤギ	和
14.01澪標	OH_OO渋谷源氏	16850	16880	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	已然形-一般	タマエ	和
14.01澪標	OH_OO渋谷源氏	16880	16890	I	ば	ば	バ	助詞-接続助詞			バ	和
14.01澪標	OH_OO渋谷源氏	16890	16900	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	16900	16920	I	御子	御子	ミコ	名詞-普通名詞-一般			ミコ	和
14.01澪標	OH_OO渋谷源氏	16920	16940	I	ども	共	ドモ	接尾辞-名詞的-一般			ドモ	和
14.01澪標	OH_OO渋谷源氏	16940	16960	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	16960	16980	I	沈む	沈む	シズム	動詞-一般	文語四段-マ行	連体形-一般	シズム	和
14.01澪標	OH_OO渋谷源氏	16980	17000	I	やう	様	ヨウ	名詞-普通名詞-形状詞可能			ヨー	漢
14.01澪標	OH_OO渋谷源氏	17000	17010	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
14.01澪標	OH_OO渋谷源氏	17010	17040	I	ものし	ものする	モノスル	動詞-非自立可能	文語サ行変格	連用形-一般	モノシ	和
14.01澪標	OH_OO渋谷源氏	17040	17070	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	命令形	タマエ	和
14.01澪標	OH_OO渋谷源氏	17070	17080	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
14.01澪標	OH_OO渋谷源氏	17080	17090	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	17090	17100	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	17100	17110	I	皆	皆	ミナ	名詞-普通名詞-副詞可能			ミナ	和
14.01澪標	OH_OO渋谷源氏	17110	17140	I	浮かび	浮かぶ	ウカブ	動詞-一般	文語四段-バ行	連用形-一般	ウカビ	和
14.01澪標	OH_OO渋谷源氏	17140	17170	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	17170	17180	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	17180	17200	B	とり	取る	トル	動詞-一般	文語四段-ラ行	連用形-一般	トリ	和
14.01澪標	OH_OO渋谷源氏	17200	17220	I	わき	分く	ワク	動詞-一般	文語四段-カ行	連用形-一般	ワキ	和
14.01澪標	OH_OO渋谷源氏	17220	17230	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	17230	17240	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	17240	17260	I	宰相	宰相	サイショウ	名詞-普通名詞-一般			サイショー	漢
14.01澪標	OH_OO渋谷源氏	17260	17280	I	中将	中将	チュウジョウ	名詞-普通名詞-一般			チュージョー	漢
14.01澪標	OH_OO渋谷源氏	17280	17290	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	17290	17300	I	権	権	ゴン	名詞-普通名詞-一般			ゴン	漢
14.01澪標	OH_OO渋谷源氏	17300	17310	I	中	中	チュウ	接頭辞			チュー	漢
14.01澪標	OH_OO渋谷源氏	17310	17330	I	納言	納言	ナゴン	名詞-普通名詞-一般			ナゴン	漢
14.01澪標	OH_OO渋谷源氏	17330	17340	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	17340	17360	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	17360	17390	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	17390	17400	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	17400	17410	B	か	彼	カ	代名詞			カ	和
14.01澪標	OH_OO渋谷源氏	17410	17420	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	17420	17450	I	四の君	四君	シノキミ	名詞-普通名詞-一般			シノキミ	混
14.01澪標	OH_OO渋谷源氏	17450	17460	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	17460	17470	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	17470	17480	I	腹	腹	ハラ	名詞-普通名詞-一般			ハラ	和
14.01澪標	OH_OO渋谷源氏	17480	17490	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	17490	17500	I	姫	姫	ヒメ	名詞-普通名詞-一般			ヒメ	和
14.01澪標	OH_OO渋谷源氏	17500	17510	I	君	君	ギミ	接尾辞-名詞的-一般			ギミ	和
14.01澪標	OH_OO渋谷源氏	17510	17520	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	17520	17530	I	十	十	ジュウ	名詞-数詞			ジュー	漢
14.01澪標	OH_OO渋谷源氏	17530	17540	I	二	二	ニ	名詞-数詞			ニ	漢
14.01澪標	OH_OO渋谷源氏	17540	17550	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	17550	17570	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	17570	17600	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	17600	17610	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	17610	17620	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	17620	17640	I	内裏	内	ウチ	名詞-普通名詞-副詞可能			ウチ	和
14.01澪標	OH_OO渋谷源氏	17640	17650	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	17650	17670	I	参ら	参る	マイル	動詞-非自立可能	文語四段-ラ行	未然形-一般	マイラ	和
14.01澪標	OH_OO渋谷源氏	17670	17680	I	せ	せる	セル	助動詞	文語下二段-サ行	未然形-一般	セ	和
14.01澪標	OH_OO渋谷源氏	17680	17690	I	む	む	ム	助動詞	文語助動詞-ム	終止形-一般	ム	和
14.01澪標	OH_OO渋谷源氏	17690	17700	I	と	と	ト	助詞-格助詞			ト	和
14.01澪標	OH_OO渋谷源氏	17700	17740	I	かしづき	傅く	カシズク	動詞-一般	文語四段-カ行	連用形-一般	カシズキ	和
14.01澪標	OH_OO渋谷源氏	17740	17770	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	17770	17780	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	17780	17790	B	か	彼	カ	代名詞			カ	和
14.01澪標	OH_OO渋谷源氏	17790	17800	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	17800	17810	I	「	「		補助記号-括弧開				記号
14.01澪標	OH_OO渋谷源氏	17810	17830	I	高砂	タカサゴ	タカサゴ	名詞-固有名詞-地名-一般			タカサゴ	固
14.01澪標	OH_OO渋谷源氏	17830	17840	I	」	」		補助記号-括弧閉				記号
14.01澪標	OH_OO渋谷源氏	17840	17860	I	歌ひ	歌う	ウタウ	動詞-一般	文語四段-ハ行	連用形-一般	ウタイ	和
14.01澪標	OH_OO渋谷源氏	17860	17870	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	17870	17880	I	君	君	キミ	名詞-普通名詞-一般			キミ	和
14.01澪標	OH_OO渋谷源氏	17880	17890	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	17890	17900	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	17900	17940	I	かうぶり	冠	カンムリ	名詞-普通名詞-一般			コーブリ	和
14.01澪標	OH_OO渋谷源氏	17940	17950	I	せ	為る	スル	動詞-非自立可能	文語サ行変格	未然形-一般	セ	和
14.01澪標	OH_OO渋谷源氏	17950	17970	I	させ	させる	サセル	助動詞	文語下二段-サ行	連用形-一般	サセ	和
14.01澪標	OH_OO渋谷源氏	17970	17980	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	17980	17990	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	17990	18010	I	いと	いと	イト	副詞			イト	和
14.01澪標	OH_OO渋谷源氏	18010	18030	I	思ふ	思う	オモウ	動詞-一般	文語四段-ハ行	連体形-一般	オモウ	和
14.01澪標	OH_OO渋谷源氏	18030	18050	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
14.01澪標	OH_OO渋谷源氏	18050	18070	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	18070	18080	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	18080	18100	B	腹々	腹々	ハラバラ	名詞-普通名詞-一般			ハラバラ	和
14.01澪標	OH_OO渋谷源氏	18100	18110	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	18110	18130	I	御子	御子	ミコ	名詞-普通名詞-一般			ミコ	和
14.01澪標	OH_OO渋谷源氏	18130	18150	I	ども	共	ドモ	接尾辞-名詞的-一般			ドモ	和
14.01澪標	OH_OO渋谷源氏	18150	18170	I	いと	いと	イト	副詞			イト	和
14.01澪標	OH_OO渋谷源氏	18170	18200	I	あまた	数多	アマタ	名詞-普通名詞-一般			アマタ	和
14.01澪標	OH_OO渋谷源氏	18200	18220	I	次々	次々	ツギツギ	副詞			ツギツギ	和
14.01澪標	OH_OO渋谷源氏	18220	18230	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	18230	18250	I	生ひ	生いる	オイル	動詞-一般	文語上二段-ハ行	連用形-一般	オイ	和
14.01澪標	OH_OO渋谷源氏	18250	18270	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
14.01澪標	OH_OO渋谷源氏	18270	18290	I	つつ	つつ	ツツ	助詞-接続助詞			ツツ	和
14.01澪標	OH_OO渋谷源氏	18290	18300	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	18300	18350	I	にぎははし	賑わわしい	ニギワワシイ	形容詞-一般	文語形容詞-シク	語幹-一般	ニギワワシ	和
14.01澪標	OH_OO渋谷源氏	18350	18360	I	げ	気	ゲ	接尾辞-形状詞的			ゲ	和
14.01澪標	OH_OO渋谷源氏	18360	18380	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
14.01澪標	OH_OO渋谷源氏	18380	18390	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	18390	18400	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	18400	18410	I	源	ゲン	ゲン	名詞-固有名詞-人名-姓			ゲン	固
14.01澪標	OH_OO渋谷源氏	18410	18420	I	氏	氏	シ	接尾辞-名詞的-一般			ジ	漢
14.01澪標	OH_OO渋谷源氏	18420	18430	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	18430	18450	I	大臣	大臣	オトド	名詞-普通名詞-一般			オトド	和
14.01澪標	OH_OO渋谷源氏	18450	18460	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	18460	18480	I	羨み	羨む	ウラヤム	動詞-一般	文語四段-マ行	連用形-一般	ウラヤミ	和
14.01澪標	OH_OO渋谷源氏	18480	18510	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	18510	18520	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	18520	18540	B	大殿	大殿	オオトノ	名詞-普通名詞-一般			オートノ	和
14.01澪標	OH_OO渋谷源氏	18540	18550	I	腹	腹	ハラ	名詞-普通名詞-一般			ハラ	和
14.01澪標	OH_OO渋谷源氏	18550	18560	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	18560	18570	I	若	若	ワカ	名詞-普通名詞-一般			ワカ	和
14.01澪標	OH_OO渋谷源氏	18570	18580	I	君	君	ギミ	接尾辞-名詞的-一般			ギミ	和
14.01澪標	OH_OO渋谷源氏	18580	18590	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	18590	18600	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
14.01澪標	OH_OO渋谷源氏	18600	18620	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
14.01澪標	OH_OO渋谷源氏	18620	18640	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	18640	18650	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	18650	18700	I	うつくしう	美しい	ウツクシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	ウツクシュー	和
14.01澪標	OH_OO渋谷源氏	18700	18710	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	18710	18720	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	18720	18740	I	内裏	内	ウチ	名詞-普通名詞-副詞可能			ウチ	和
14.01澪標	OH_OO渋谷源氏	18740	18750	I	，	，		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	18750	18770	I	春宮	春宮	トウグウ	名詞-普通名詞-一般			トーグー	漢
14.01澪標	OH_OO渋谷源氏	18770	18780	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	18780	18800	I	殿上	殿上	テンジョウ	名詞-普通名詞-一般			テンジョー	漢
14.01澪標	OH_OO渋谷源氏	18800	18810	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	18810	18840	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	18840	18850	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	18850	18860	B	故	故	コ	接頭辞			コ	漢
14.01澪標	OH_OO渋谷源氏	18860	18870	I	姫	姫	ヒメ	名詞-普通名詞-一般			ヒメ	和
14.01澪標	OH_OO渋谷源氏	18870	18880	I	君	君	ギミ	接尾辞-名詞的-一般			ギミ	和
14.01澪標	OH_OO渋谷源氏	18880	18890	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	18890	18910	I	亡せ	失せる	ウセル	動詞-一般	文語下二段-サ行	連用形-一般	ウセ	和
14.01澪標	OH_OO渋谷源氏	18910	18940	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	18940	18950	I	に	ぬ	ヌ	助動詞	文語助動詞-ヌ	連用形-一般	ニ	和
14.01澪標	OH_OO渋谷源氏	18950	18960	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	18960	18980	I	嘆き	嘆き	ナゲキ	名詞-普通名詞-一般			ナゲキ	和
14.01澪標	OH_OO渋谷源氏	18980	18990	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	18990	19000	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19000	19010	I	宮	宮	ミヤ	名詞-普通名詞-一般			ミヤ	和
14.01澪標	OH_OO渋谷源氏	19010	19020	I	，	，		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19020	19040	I	大臣	大臣	オトド	名詞-普通名詞-一般			オトド	和
14.01澪標	OH_OO渋谷源氏	19040	19050	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19050	19070	I	また	又	マタ	副詞			マタ	和
14.01澪標	OH_OO渋谷源氏	19070	19100	I	さらに	更に	サラニ	副詞			サラニ	和
14.01澪標	OH_OO渋谷源氏	19100	19120	I	改め	改める	アラタメル	動詞-一般	文語下二段-マ行	連用形-一般	アラタメ	和
14.01澪標	OH_OO渋谷源氏	19120	19130	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	19130	19150	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
14.01澪標	OH_OO渋谷源氏	19150	19170	I	嘆く	嘆く	ナゲク	動詞-一般	文語四段-カ行	終止形-一般	ナゲク	和
14.01澪標	OH_OO渋谷源氏	19170	19180	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	19180	19200	B	され	然る	サル	動詞-一般	文語ラ行変格	已然形-一般	サレ	和
14.01澪標	OH_OO渋谷源氏	19200	19210	I	ど	ど	ド	助詞-接続助詞			ド	和
14.01澪標	OH_OO渋谷源氏	19210	19220	I	，	，		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19220	19250	I	おはせ	おわす	オワス	動詞-非自立可能	文語サ行変格	未然形-一般	オワセ	和
14.01澪標	OH_OO渋谷源氏	19250	19260	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
14.01澪標	OH_OO渋谷源氏	19260	19280	I	名残	名残り	ナゴリ	名詞-普通名詞-一般			ナゴリ	和
14.01澪標	OH_OO渋谷源氏	19280	19290	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	19290	19300	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19300	19320	I	ただ	唯	タダ	副詞			タダ	和
14.01澪標	OH_OO渋谷源氏	19320	19330	I	こ	是	コ	代名詞			コ	和
14.01澪標	OH_OO渋谷源氏	19330	19340	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	19340	19360	I	大臣	大臣	オトド	名詞-普通名詞-一般			オトド	和
14.01澪標	OH_OO渋谷源氏	19360	19370	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	19370	19380	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	19380	19390	I	光	光	ヒカリ	名詞-普通名詞-一般			ヒカリ	和
14.01澪標	OH_OO渋谷源氏	19390	19400	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	19400	19410	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19410	19440	I	よろづ	万	ヨロズ	名詞-普通名詞-副詞可能			ヨロズ	和
14.01澪標	OH_OO渋谷源氏	19440	19460	I	もて	以て	モテ	接頭辞			モテ	和
14.01澪標	OH_OO渋谷源氏	19460	19480	I	なさ	成す	ナス	動詞-一般	文語四段-サ行	未然形-一般	ナサ	和
14.01澪標	OH_OO渋谷源氏	19480	19490	I	れ	れる	レル	助動詞	文語下二段-ラ行	連用形-一般	レ	和
14.01澪標	OH_OO渋谷源氏	19490	19520	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	19520	19530	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	19530	19540	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19540	19570	I	年ごろ	年頃	トシゴロ	名詞-普通名詞-一般			トシゴロ	和
14.01澪標	OH_OO渋谷源氏	19570	19580	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19580	19600	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
14.01澪標	OH_OO渋谷源氏	19600	19620	I	沈み	沈む	シズム	動詞-一般	文語四段-マ行	連用形-一般	シズミ	和
14.01澪標	OH_OO渋谷源氏	19620	19640	I	つる	つ	ツ	助動詞	文語助動詞-ツ	連体形-一般	ツル	和
14.01澪標	OH_OO渋谷源氏	19640	19660	I	名残	名残り	ナゴリ	名詞-普通名詞-一般			ナゴリ	和
14.01澪標	OH_OO渋谷源氏	19660	19680	I	なき	無い	ナイ	形容詞-非自立可能	文語形容詞-ク	連体形-一般	ナキ	和
14.01澪標	OH_OO渋谷源氏	19680	19700	I	まで	まで	マデ	助詞-副助詞			マデ	和
14.01澪標	OH_OO渋谷源氏	19700	19720	I	栄え	栄える	サカエル	動詞-一般	文語下二段-ヤ行	連用形-一般	サカエ	和
14.01澪標	OH_OO渋谷源氏	19720	19750	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	19750	19760	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	19760	19780	B	なほ	猶	ナオ	副詞			ナオ	和
14.01澪標	OH_OO渋谷源氏	19780	19790	I	昔	昔	ムカシ	名詞-普通名詞-副詞可能			ムカシ	和
14.01澪標	OH_OO渋谷源氏	19790	19800	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	19800	19810	I	御	御	ミ	接頭辞			ミ	和
14.01澪標	OH_OO渋谷源氏	19810	19840	I	心ばへ	心ばえ	ココロバエ	名詞-普通名詞-一般			ココロバエ	和
14.01澪標	OH_OO渋谷源氏	19840	19870	I	変はら	変わる	カワル	動詞-一般	文語四段-ラ行	未然形-一般	カワラ	和
14.01澪標	OH_OO渋谷源氏	19870	19880	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
14.01澪標	OH_OO渋谷源氏	19880	19890	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	19890	19910	I	折節	折節	オリフシ	名詞-普通名詞-副詞可能			オリフシ	和
14.01澪標	OH_OO渋谷源氏	19910	19930	I	ごと	毎	ゴト	接尾辞-名詞的-一般			ゴト	和
14.01澪標	OH_OO渋谷源氏	19930	19940	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	19940	19960	I	渡り	渡る	ワタル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ワタリ	和
14.01澪標	OH_OO渋谷源氏	19960	19990	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	19990	20010	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	20010	20020	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	20020	20040	I	つつ	つつ	ツツ	助詞-接続助詞			ツツ	和
14.01澪標	OH_OO渋谷源氏	20040	20050	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	20050	20060	I	若	若	ワカ	名詞-普通名詞-一般			ワカ	和
14.01澪標	OH_OO渋谷源氏	20060	20070	I	君	君	ギミ	接尾辞-名詞的-一般			ギミ	和
14.01澪標	OH_OO渋谷源氏	20070	20080	I	の	の	ノ	助詞-格助詞			ノ	和
