13.03明石	OH_OO渋谷源氏	360	380	B	明石	アカシ	アカシ	名詞-固有名詞-地名-一般			アカシ	固
13.03明石	OH_OO渋谷源氏	4440	4480	I	ありさま	有り様	アリサマ	名詞-普通名詞-一般			アリサマ	和
13.03明石	OH_OO渋谷源氏	4480	4550	I	おぼつかなから	覚束無い	オボツカナイ	形容詞-一般	文語形容詞-ク	未然形-補助	オボツカナカラ	和
13.03明石	OH_OO渋谷源氏	4550	4560	I	で	で	デ	助詞-接続助詞			デ	和
13.03明石	OH_OO渋谷源氏	4560	4570	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	4570	4590	I	かく	斯く	カク	副詞			カク	和
13.03明石	OH_OO渋谷源氏	4590	4610	I	まで	まで	マデ	助詞-副助詞			マデ	和
13.03明石	OH_OO渋谷源氏	4610	4620	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	4620	4630	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	4630	4650	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
13.03明石	OH_OO渋谷源氏	4650	4670	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
13.03明石	OH_OO渋谷源氏	4670	4680	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	4680	4700	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
13.03明石	OH_OO渋谷源氏	4700	4730	I	尋ぬる	尋ねる	タズネル	動詞-一般	文語下二段-ナ行	連体形-一般	タズヌル	和
13.03明石	OH_OO渋谷源氏	4730	4750	I	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	4750	4770	I	こそ	こそ	コソ	助詞-係助詞			コソ	和
13.03明石	OH_OO渋谷源氏	4770	4780	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	4780	4810	I	かかる	斯かる	カカル	動詞-一般	文語ラ行変格	連体形-一般	カカル	和
13.03明石	OH_OO渋谷源氏	4810	4830	I	海人	海女	アマ	名詞-普通名詞-一般			アマ	和
13.03明石	OH_OO渋谷源氏	4830	4840	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	4840	4860	I	なか	中	ナカ	名詞-普通名詞-副詞可能			ナカ	和
13.03明石	OH_OO渋谷源氏	4860	4870	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	4870	4890	I	朽ち	朽ちる	クチル	動詞-一般	文語上二段-タ行	連用形-一般	クチ	和
13.03明石	OH_OO渋谷源氏	4890	4910	I	ぬる	ぬ	ヌ	助動詞	文語助動詞-ヌ	連体形-一般	ヌル	和
13.03明石	OH_OO渋谷源氏	4910	4920	I	身	身	ミ	名詞-普通名詞-一般			ミ	和
13.03明石	OH_OO渋谷源氏	4920	4930	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	4930	4960	I	あまる	余る	アマル	動詞-非自立可能	文語四段-ラ行	連体形-一般	アマル	和
13.03明石	OH_OO渋谷源氏	4960	4980	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	4980	5000	I	なれ	なり	ナリ	助動詞	文語助動詞-ナリ-断定	已然形-一般	ナレ	和
13.03明石	OH_OO渋谷源氏	5000	5010	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	5010	5030	B	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	5030	5050	I	思ふ	思う	オモウ	動詞-一般	文語四段-ハ行	連体形-一般	オモウ	和
13.03明石	OH_OO渋谷源氏	5050	5060	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	5060	5070	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	5070	5110	I	いよいよ	愈	イヨイヨ	副詞			イヨイヨ	和
13.03明石	OH_OO渋谷源氏	5110	5160	I	恥づかしう	恥ずかしい	ハズカシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	ハズカシュー	和
13.03明石	OH_OO渋谷源氏	5160	5170	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	5170	5180	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	5180	5200	I	つゆ	露	ツユ	副詞			ツユ	和
13.03明石	OH_OO渋谷源氏	5200	5210	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	5210	5240	I	気近き	気近い	ケヂカイ	形容詞-一般	文語形容詞-ク	連体形-一般	ケジカキ	和
13.03明石	OH_OO渋谷源氏	5240	5260	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	5260	5270	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	5270	5290	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	5290	5310	I	寄ら	寄る	ヨル	動詞-一般	文語四段-ラ行	未然形-一般	ヨラ	和
13.03明石	OH_OO渋谷源氏	5310	5320	I	ず	ず	ズ	助動詞	文語助動詞-ズ	終止形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	5320	5330	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	5330	5340	B	親	親	オヤ	名詞-普通名詞-一般			オヤ	和
13.03明石	OH_OO渋谷源氏	5340	5360	I	たち	達	タチ	接尾辞-名詞的-一般			タチ	和
13.03明石	OH_OO渋谷源氏	5360	5370	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	5370	5380	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	5380	5410	I	ここら	幾許	ココラ	副詞			ココラ	和
13.03明石	OH_OO渋谷源氏	5410	5420	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	5420	5450	I	年ごろ	年頃	トシゴロ	名詞-普通名詞-一般			トシゴロ	和
13.03明石	OH_OO渋谷源氏	5450	5460	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	5460	5480	I	祈り	祈り	イノリ	名詞-普通名詞-一般			イノリ	和
13.03明石	OH_OO渋谷源氏	5480	5490	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	5490	5510	I	叶ふ	適う	カナウ	動詞-一般	文語四段-ハ行	終止形-一般	カナウ	和
13.03明石	OH_OO渋谷源氏	5510	5530	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
13.03明石	OH_OO渋谷源氏	5530	5540	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	5540	5560	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	5560	5590	I	ながら	ながら	ナガラ	助詞-接続助詞			ナガラ	和
13.03明石	OH_OO渋谷源氏	5590	5600	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	5600	5610	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	5610	5650	I	ゆくりか	ゆくりか	ユクリカ	形状詞-一般			ユクリカ	和
13.03明石	OH_OO渋谷源氏	5650	5660	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	5660	5680	I	見せ	見せる	ミセル	動詞-非自立可能	文語下二段-サ行	連用形-一般	ミセ	和
13.03明石	OH_OO渋谷源氏	5680	5730	I	たてまつり	奉る	タテマツル	動詞-非自立可能	文語四段-ラ行	連用形-一般	タテマツリ	和
13.03明石	OH_OO渋谷源氏	5730	5740	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	5740	5750	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	5750	5770	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
13.03明石	OH_OO渋谷源氏	5770	5800	I	数まへ	数まえる	カズマエル	動詞-一般	文語下二段-ハ行	未然形-一般	カズマエ	和
13.03明石	OH_OO渋谷源氏	5800	5820	I	ざら	ず	ズ	助動詞	文語助動詞-ズ	未然形-補助	ザラ	和
13.03明石	OH_OO渋谷源氏	5820	5830	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
13.03明石	OH_OO渋谷源氏	5830	5840	I	時	時	トキ	名詞-普通名詞-副詞可能			トキ	和
13.03明石	OH_OO渋谷源氏	5840	5850	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	5850	5870	I	いか	如何	イカ	名詞-普通名詞-一般			イカ	和
13.03明石	OH_OO渋谷源氏	5870	5890	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
13.03明石	OH_OO渋谷源氏	5890	5910	I	嘆き	嘆き	ナゲキ	名詞-普通名詞-一般			ナゲキ	和
13.03明石	OH_OO渋谷源氏	5910	5930	I	をか	置く	オク	動詞-非自立可能	文語四段-カ行	未然形-一般	オカ	和
13.03明石	OH_OO渋谷源氏	5930	5940	I	せ	せる	セル	助動詞	文語下二段-サ行	未然形-一般	セ	和
13.03明石	OH_OO渋谷源氏	5940	5950	I	む	む	ム	助動詞	文語助動詞-ム	終止形-一般	ム	和
13.03明石	OH_OO渋谷源氏	5950	5960	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	5960	5970	B	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	5970	5990	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	5990	6010	I	やる	遣る	ヤル	動詞-非自立可能	文語四段-ラ行	連体形-一般	ヤル	和
13.03明石	OH_OO渋谷源氏	6010	6020	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	6020	6030	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6030	6070	I	ゆゆしく	由々しい	ユユシイ	形容詞-一般	文語形容詞-シク	連用形-一般	ユユシク	和
13.03明石	OH_OO渋谷源氏	6070	6080	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	6080	6090	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6090	6100	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	6100	6140	I	めでたき	めでたい	メデタイ	形容詞-一般	文語形容詞-ク	連体形-一般	メデタキ	和
13.03明石	OH_OO渋谷源氏	6140	6150	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	6150	6160	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	6160	6190	I	聞こゆ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	終止形-一般	キコユ	和
13.03明石	OH_OO渋谷源氏	6190	6210	I	とも	とも	トモ	助詞-接続助詞			トモ	和
13.03明石	OH_OO渋谷源氏	6210	6220	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6220	6250	I	つらう	辛い	ツライ	形容詞-一般	文語形容詞-ク	連用形-ウ音便	ツロー	和
13.03明石	OH_OO渋谷源氏	6250	6290	I	いみじう	いみじい	イミジイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	イミジュー	和
13.03明石	OH_OO渋谷源氏	6290	6300	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	6300	6320	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
13.03明石	OH_OO渋谷源氏	6320	6340	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
13.03明石	OH_OO渋谷源氏	6340	6360	I	かな	哉	カナ	助詞-終助詞			カナ	和
13.03明石	OH_OO渋谷源氏	6360	6370	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	6370	6380	B	目	目	メ	名詞-普通名詞-一般			メ	和
13.03明石	OH_OO渋谷源氏	6380	6390	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	6390	6400	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	6400	6420	I	見え	見える	ミエル	動詞-一般	文語下二段-ヤ行	未然形-一般	ミエ	和
13.03明石	OH_OO渋谷源氏	6420	6430	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
13.03明石	OH_OO渋谷源氏	6430	6440	I	仏	仏	ホトケ	名詞-普通名詞-一般			ホトケ	和
13.03明石	OH_OO渋谷源氏	6440	6450	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6450	6460	I	神	神	カミ	名詞-普通名詞-一般			カミ	和
13.03明石	OH_OO渋谷源氏	6460	6470	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	6470	6490	I	頼み	頼む	タノム	動詞-一般	文語四段-マ行	連用形-一般	タノミ	和
13.03明石	OH_OO渋谷源氏	6490	6540	I	たてまつり	奉る	タテマツル	動詞-非自立可能	文語四段-ラ行	連用形-一般	タテマツリ	和
13.03明石	OH_OO渋谷源氏	6540	6550	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	6550	6560	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6560	6570	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	6570	6580	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	6580	6590	I	御	御	ミ	接頭辞			ミ	和
13.03明石	OH_OO渋谷源氏	6590	6600	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
13.03明石	OH_OO渋谷源氏	6600	6610	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	6610	6620	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	6620	6630	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6630	6650	I	宿世	宿世	シュクセ	名詞-普通名詞-一般			スクセ	漢
13.03明石	OH_OO渋谷源氏	6650	6660	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	6660	6670	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	6670	6690	I	知ら	知る	シル	動詞-一般	文語四段-ラ行	未然形-一般	シラ	和
13.03明石	OH_OO渋谷源氏	6690	6700	I	で	で	デ	助詞-接続助詞			デ	和
13.03明石	OH_OO渋谷源氏	6700	6710	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	6710	6730	B	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	6730	6740	I	，	，		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6740	6780	I	うち返し	打ち返し	ウチカエシ	副詞			ウチカエシ	和
13.03明石	OH_OO渋谷源氏	6780	6800	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	6800	6820	I	乱れ	乱れる	ミダレル	動詞-一般	文語下二段-ラ行	連用形-一般	ミダレ	和
13.03明石	OH_OO渋谷源氏	6820	6840	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	終止形-一般	タリ	和
13.03明石	OH_OO渋谷源氏	6840	6850	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	6850	6860	B	君	君	キミ	名詞-普通名詞-一般			キミ	和
13.03明石	OH_OO渋谷源氏	6860	6870	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	6870	6880	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6880	6890	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	6890	6900	I	こ	是	コ	代名詞			コ	和
13.03明石	OH_OO渋谷源氏	6900	6910	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	6910	6930	I	ころ	頃	コロ	名詞-普通名詞-副詞可能			コロ	和
13.03明石	OH_OO渋谷源氏	6930	6940	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	6940	6950	I	波	波	ナミ	名詞-普通名詞-一般			ナミ	和
13.03明石	OH_OO渋谷源氏	6950	6960	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	6960	6970	I	音	音	オト	名詞-普通名詞-一般			オト	和
13.03明石	OH_OO渋谷源氏	6970	6980	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	6980	6990	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	6990	7000	I	か	彼	カ	代名詞			カ	和
13.03明石	OH_OO渋谷源氏	7000	7010	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	7010	7020	I	物	物	モノ	名詞-普通名詞-サ変可能			モノ	和
13.03明石	OH_OO渋谷源氏	7020	7030	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	7030	7040	I	音	音	ネ	名詞-普通名詞-一般			ネ	和
13.03明石	OH_OO渋谷源氏	7040	7050	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	7050	7070	I	聞か	聞く	キク	動詞-一般	文語四段-カ行	未然形-一般	キカ	和
13.03明石	OH_OO渋谷源氏	7070	7090	I	ばや	ばや	バヤ	助詞-終助詞			バヤ	和
13.03明石	OH_OO渋谷源氏	7090	7100	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	7100	7120	B	さら	然る	サル	動詞-一般	文語ラ行変格	未然形-一般	サラ	和
13.03明石	OH_OO渋谷源氏	7120	7130	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	7130	7140	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	7140	7150	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	7150	7190	I	かひなく	甲斐無い	カイナイ	形容詞-一般	文語形容詞-ク	連用形-一般	カイナク	和
13.03明石	OH_OO渋谷源氏	7190	7210	I	こそ	こそ	コソ	助詞-係助詞			コソ	和
13.03明石	OH_OO渋谷源氏	7210	7220	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	7220	7240	B	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	7240	7250	I	，	，		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	7250	7260	I	常	常	ツネ	名詞-普通名詞-一般			ツネ	和
13.03明石	OH_OO渋谷源氏	7260	7270	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	7270	7310	I	のたまふ	宣う	ノタマウ	動詞-一般	文語四段-ハ行	終止形-一般	ノタマウ	和
13.03明石	OH_OO渋谷源氏	7310	7320	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	7320	7340	B	忍び	忍びる	シノビル	動詞-一般	文語上二段-バ行	連用形-一般	シノビ	和
13.03明石	OH_OO渋谷源氏	7340	7350	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	7350	7360	I	吉	良く	ヨク	副詞			ヨク	和
13.03明石	OH_OO渋谷源氏	7360	7380	I	しき	敷く	シク	動詞-一般	文語四段-カ行	連用形-一般	シキ	和
13.03明石	OH_OO渋谷源氏	7380	7390	I	日	日	ヒ	名詞-普通名詞-副詞可能			ヒ	和
13.03明石	OH_OO渋谷源氏	7390	7400	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	連用形-一般	ミ	和
13.03明石	OH_OO渋谷源氏	7400	7410	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	7410	7420	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	7420	7430	I	母	母	ハハ	名詞-普通名詞-一般			ハハ	和
13.03明石	OH_OO渋谷源氏	7430	7440	I	君	君	ギミ	接尾辞-名詞的-一般			ギミ	和
13.03明石	OH_OO渋谷源氏	7440	7450	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	7450	7480	I	とかく	兎角	トカク	副詞			トカク	和
13.03明石	OH_OO渋谷源氏	7480	7500	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	7500	7540	I	わづらふ	患う	ワズラウ	動詞-一般	文語四段-ハ行	連体形-一般	ワズラウ	和
13.03明石	OH_OO渋谷源氏	7540	7550	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	7550	7570	I	聞き	聞く	キク	動詞-一般	文語四段-カ行	連用形-一般	キキ	和
13.03明石	OH_OO渋谷源氏	7570	7590	I	入れ	入れる	イレル	動詞-一般	文語下二段-ラ行	未然形-一般	イレ	和
13.03明石	OH_OO渋谷源氏	7590	7600	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	7600	7610	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	7610	7630	I	弟子	弟子	デシ	名詞-普通名詞-一般			デシ	漢
13.03明石	OH_OO渋谷源氏	7630	7650	I	ども	共	ドモ	接尾辞-名詞的-一般			ドモ	和
